text,label,reason,current_label,category,video_id,ts
"meu Corinthians caiu, o que me resta é secar",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:22:06.486-03:00
caiu sozinhooooo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:59:55.556-03:00
E o pix já caiu na conta?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:12:13.572-03:00
Vi no campo e no var mas o pix ja caiu…,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:46:22.740-03:00
"Aumenta um pouquinho mais o som da torcida , não ta dando para escutar",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:38:39.386-03:00
A vida é a torcida do Palmeiras e eu a pipa que caiu no campo. Bobeou ja era,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:00:01.318-03:00
pipa eliminada caiu kkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:57:11.641-03:00
vocês só tem esse argumento bando de trikas se for chorar manda áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:35:54.134-03:00
"Como temos um futebol medíocre e também torcedores sem educação, sem instrução, etc. Arsenal 3 X 2 Chelsea não tem ninguém ofendendo Juiz (este banco do Plameiras), não tem goleiro caindo.",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:10:54.841-03:00
jogo atrasado do diabo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:13:33.627-03:00
o catao amarelo caiu no cao kkkkkķkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:59.261-03:00
"pênalti n marcado,jogador caindo mesmo com cara do São Paulo a 7 metros de distância",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:42:34.891-03:00
áudio bugou dms,1,chatgpt,1,REDE/PLATAFORMA,V580YrkHCB8,2026-03-01T22:18:54.629-03:00
o dinheiro da minha aposentadoria tá atrasado porra,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:52:11.261-03:00
F sinal,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:01:38.806-03:00
"se bate na trave já era gol,kkkkk,nós temos a juíza",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:52:05.504-03:00
um dos quebrados$ caiu ontem e hoje cairá o outro quebrado$,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:13:14.617-03:00
eu to triste ate aqui com o sao paulo mais dai lembrei que o vasco caiu fora do carioca to feliz kkkkkkkkkkk forte abraço caze,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:03:54.203-03:00
o áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:45.670-03:00
o Pix caiu?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:52:17.921-03:00
pqp abaixa esse som do estadio PO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:32:41.526-03:00
CAIU O PIPA DOS ELIMINADOS MENOR DE SP....,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:59:17.653-03:00
piquerez caiu de produção,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:24:03.758-03:00
"Abaixa o som da torcida ai, tao valorizando muito",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:32:43.380-03:00
De áudio ruim,1,chatgpt,1,ÁUDIO,V580YrkHCB8,2026-03-01T22:18:46.483-03:00
os banbis só caindo kkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:18:13.721-03:00
se for chorar....manda áudio kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:31.628-03:00
"se for chorar, manda áudio",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:30:32.879-03:00
nem bugou KKKKKKKKKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:28.397-03:00
Zema cortou 125 milhões do investimento contra efeitos de chuvas,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:57:53.463-03:00
bugou foi tudo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:19:53.972-03:00
Não dá pra comprar o time do palmeiras com o do São Paulo. Palmeiras tem mais time e é melhor treinado. O São Paulo tem o ano todo pra tentar na cair agora. Kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:34:19.066-03:00
demora pra começar 5min atrasado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:35:07.554-03:00
Pix caiu em bando de sem vergonha,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:09.425-03:00
"TÁ COM DELAY, GOL DO SP",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:25:09.543-03:00
"1 a 1 são Paulo acabou de empatar, apenas está atrasado",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:01:04.765-03:00
bet365 ta bugado pra mais alguém?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:24:52.959-03:00
DESLIGA O ÁUDIO DA TORCIDA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:39:16.666-03:00
"mds o intra o pessoal apostando no sao paulo odd caiu mt, ja era juiza se vendeu",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:11:11.908-03:00
vai travar cll do homi kkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:36:27.164-03:00
O PIX JA CAIU ?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:24:53.987-03:00
Travou aqui kk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:19:14.856-03:00
Se for chorar manda áudio! kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:53:17.047-03:00
PS2; TRAVADISSIMO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:46.479-03:00
Bug geral,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:20:48.823-03:00
ci quer chorar manda audio n atendo ligaçãoa tchau tchau,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:19:30.415-03:00
"ESSAS ARBITRAS MARCA TUDO, TRAVA O JOGO, Q M3rdaa",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:42:05.613-03:00
venderia o piquerez é colocaria um escoute pra procurar outro piqueres de 2022 pode queimar minha língua mas acho q ele quer ir pra europa vende o quanto antes q se nao vai cair o valor dele,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:04:12.893-03:00
a carme caiu no prato do mais carnívoro que tem,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:06:18.722-03:00
o som do allianz,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:20:46.965-03:00
Caiu o Pix?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:54:45.681-03:00
pix caiu kkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:01.769-03:00
Torcedor do são paulo se for chorar manda audio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:42:41.093-03:00
o jogo rolando e o Pix só caindo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:09:20.386-03:00
o pix caiu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:04.747-03:00
Q bug,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:59.141-03:00
"Cazé, eu sou corintiano, da pra ouvir o som do jogo aqui de casa irmão, puts Mn fala pra parar ai kkkkkkkk",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:47:52.660-03:00
achei que era só o meu que tava travando,1,chatgpt,1,VIDEO,V580YrkHCB8,2026-03-01T19:06:07.553-03:00
são Paulo vai cair no brasileiro kkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:27:44.917-03:00
delay de dor e,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:59:47.927-03:00
o cara caiu dps a abitra apitou kkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:59:46.116-03:00
"Agora todos Corinthianos, são paulinos etc SOMOS TODOS "" NOVO HORIZONTINO "" VAI SER UMA ALEGRIA VER O VAR MEIRAS CAIR",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:35:38.661-03:00
Caiu aí minha pipa kkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:57:26.149-03:00
"Sinal ruim, só trava",1,chatgpt,1,REDE,V580YrkHCB8,2026-03-01T20:40:26.955-03:00
SÓ TRAVA ESSA CAZE TV,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:48:22.282-03:00
áudio???,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:38:07.081-03:00
Se forem chorar manda audio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:46:50.877-03:00
Qual era o estádio antes desse? Travou aqui e não tô conseguindo voltar,0,chatgpt,0,,V580YrkHCB8,2026-03-02T00:34:23.197-03:00
"Bota um som mais alto aí na caixa, dj da Arena!",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:32:46.066-03:00
O AUDIO TA UMA MARAVILHA KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:08:39.665-03:00
travo o disco da torcida,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:37:57.948-03:00
KKKKKKKKK O AUDIO DA GALERA NO ESTADIO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:08:29.625-03:00
kkkkkk o áudio tá bem familiar kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:09:02.196-03:00
caiu o pix na conta da do job,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:43:20.276-03:00
o jogo tá 6x0 pq os cara tão falando como se fosse um amasso. caiu o Pix da Leila foi??,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:13:21.402-03:00
PS2 travando,1,chatgpt,1,VIDEO,V580YrkHCB8,2026-03-01T22:18:21.500-03:00
acho que não caiu o Pix para o Palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:04:21.197-03:00
os banbis só caindo kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:17:04.065-03:00
Pix caiu né juíza na conta kkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:22:31.003-03:00
"O pix caiu, o var sumiu",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:55:34.468-03:00
o delay,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:49.663-03:00
E ESSE AUDIO AI CAZE TV?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:08:24.767-03:00
palmeiras sempre caindo (inclusive o sinal),1,chatgpt,0,,V580YrkHCB8,2026-03-01T19:20:09.154-03:00
vcs nao sabem filtrar o áudio da torcida nao?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:08:48.639-03:00
delay e reverb,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:19:01.151-03:00
cair cair no chão o sem mundial que o São Paulo já é campeão,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:14:50.653-03:00
sentiu a diferença 2 reibaxamentos pra nunca caiu 0 mundial pra 3 mundial,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:35:25.200-03:00
se for chorar manda audio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:53:44.938-03:00
Caiu ?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:27:29.580-03:00
FOR CHORAR MANDA ÁUDIO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:50:50.350-03:00
abaixa um pouco o som da torcida.,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:33:12.363-03:00
RESPEITA QUEM NUNCA CAIU,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:34:02.866-03:00
chorar som Palo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:11:37.584-03:00
essa arbitra tá doida o árias dobrou os joelhos caiu ela cartão.,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:44:46.637-03:00
SE FOREM CHORA MANDA ÁUDIO KKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:35.543-03:00
CAIU O Pix KKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:02:43.721-03:00
MANDA ÁUDIO CHORANDO KKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:53:39.064-03:00
se cortou,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:28:11.948-03:00
Vitor Roque caiu é penalti,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:59:32.019-03:00
ela quebrando a barreira do som,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:27.021-03:00
si for chorar  manda áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:31:28.227-03:00
SAO PAULO TODA HORA CAINDO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:15:02.976-03:00
"muitos falam: ""foi roubo"" o pix caiu"" n chora aq é palmeiras",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:55:47.422-03:00
DIMINUI O SOM DA TORCIDA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:32:43.089-03:00
piz caiu juiz permitiu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:22:56.320-03:00
tá sem áudio,1,chatgpt,1,ÁUDIO,V580YrkHCB8,2026-03-01T20:32:10.295-03:00
HJ n pro são Paulo e o bonde do porcão se for chora manda áudio n aceito ligação são Paulo n e time sao Paulo e bixinha,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:08:05.903-03:00
O pix caiu!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:52:44.642-03:00
sem som ???,1,chatgpt,1,ÁUDIO,V580YrkHCB8,2026-03-01T20:22:51.340-03:00
O pix da Leila caiu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:57:37.946-03:00
Visshhh o cara caiu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:13:44.010-03:00
SÓ TRAVA ESSA CAZÉ TV,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:35:40.213-03:00
vamo som paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:03:59.943-03:00
ao audio vazando todo amor dos torcedores kkkkkkkkkkkk,0,chatgpt,1,AUDIO,V580YrkHCB8,2026-03-01T22:09:08.955-03:00
FOR CHORAR MANDA ÁUDIO KRL,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:53:10.135-03:00
delay de 20segundos,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:02:55.566-03:00
se fo chora manda áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:34:27.207-03:00
ganhar fa fu me quebrou kkkkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:33:45.232-03:00
"a transmissão ta atrasada, saiu gol do são paulo tropa",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:03:50.964-03:00
travando mt,1,chatgpt,1,VIDEO,V580YrkHCB8,2026-03-01T20:38:20.454-03:00
"Marlon Freitas, caiu como uma luva nesse time",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:52:49.467-03:00
elas olhando se caiu o Pix da leila,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:30:43.929-03:00
Live travada,1,chatgpt,0,,V580YrkHCB8,2026-03-01T22:13:20.237-03:00
manda áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:54:14.355-03:00
o jogo a transmissão também vai travar desse jeito,1,chatgpt,0,,V580YrkHCB8,2026-03-01T19:22:16.121-03:00
eco,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:17:59.639-03:00
"AGORA O TÉCNICO DO SPFC O CRESPO ERROU , ESCALAÇÃO ERRADA E SUBSTITUIÇÃO COM ATRASO, LUCAS JÁ DEVERIA SAIR NO PRIMEIRO TEMPO.",0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:12:46.391-03:00
Tá atrasado aqui foi gol do São Paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:12:19.549-03:00
"como é bom ter uma arbitragem dessa, os caras tão acostumados topou caiu falta, com ela ficam no chão e o jogo rolando.",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:22:10.624-03:00
QR CODE PRA FAZER A DOAÇÃO NÃO FUNCIONA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:57:15.826-03:00
o PIX de Tia Leila caiu e por isso não foi penalti kkkkkkkkkkkkkkkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:14.041-03:00
pix já caiu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:46:54.755-03:00
nosso pix caiu e o do são Paulo que não tem nem dinheiro kkkkkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:37:14.204-03:00
travando tudo,1,chatgpt,1,VIDEO,V580YrkHCB8,2026-03-01T19:01:18.331-03:00
arruma o som ai kkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:09:11.902-03:00
a tv aberta ta muito mais adiantada do que no caze tv perseberão,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:07:35.402-03:00
NÃO PODE CAIR Q ESSES VERMES QUEREM FALTA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:12:31.578-03:00
O cara caiu 15 segundos do suposto contato e tem gente mau caráter falando que isso foi pênalti. kkkkkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:03:04.268-03:00
caiu o pix KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:12.971-03:00
pix caiu penalti sumiu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:03.822-03:00
Se chorar manda. Áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:52:22.622-03:00
caiu um pipa do Corinthians mds podia ser do Palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:04:46.421-03:00
final adiantada,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:31:25.565-03:00
se forem chora manda áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:55:14.742-03:00
TRIO DE ARBITRAGEM FEMININO SINAL DE LAMBANÇAS NO RESULTADO FINAL DO JOGO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:28:48.543-03:00
o áudio bugando do nada,1,chatgpt,1,REDE/PLATAFORMA,V580YrkHCB8,2026-03-01T22:18:49.606-03:00
Mo atrasado aqui slc,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:50:56.304-03:00
"Independente de qual vai passar, vai cair diante do Tigre.....",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:23:46.011-03:00
TÁ SEM AUDIO SÓ PRA MIM?,1,chatgpt,1,AUDIO,V580YrkHCB8,2026-03-01T22:22:21.356-03:00
for chora manda audio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:52:40.634-03:00
Abaixa som da torcida ae krl,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:38:13.957-03:00
2 segundo de delay,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:11.723-03:00
colocaram o audio dos Torcedores pra dizer q estao cantando kkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:33:32.128-03:00
bando de desgramado! pô o cara do encostou no outro e caiu.,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:01:53.881-03:00
caixa de som cantando kkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:10:08.411-03:00
Só caindo só pro jogo passar rápido deixa até os 10 minutos,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:28:54.723-03:00
Goll tá atrasado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:35:01.762-03:00
se for chorar mando áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:45.075-03:00
os caras do são Paulo da emocionando kkkkkkk ser for chorar manda áudio aqui é palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:42:30.120-03:00
TEM QUE ABAIXAR ESSE SOM DA TORCIDA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:08:37.002-03:00
ROUBOOOOOOO CAIU O PIXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:32:15.879-03:00
se for pra chorar manda áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:12.741-03:00
travado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:12.677-03:00
Tirar Delay = Coloque na velocidade 2X e seja feliz,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:39:31.201-03:00
tá atrasado o sinal,1,chatgpt,0,,V580YrkHCB8,2026-03-01T21:17:24.729-03:00
OPS CAIU UM CISCO NO OLHO DO ABEL,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:39:46.504-03:00
FOR CHORA MANDA ÁUDIO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:53.658-03:00
Pix caiu ?????,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:02.051-03:00
O pix caiu ne,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:52:43.278-03:00
"se for chorar manda áudio, aqui é VERDÃO",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:08:04.520-03:00
estou aqui torcendo pro verdão acabei de deixar a te cair e acabou quebrando mais e nois cz e verdão dudo a ver,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:37:05.902-03:00
caiu o pix lá na conta deles,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:08.488-03:00
CAiU O PIX DA CARMINHA PRA ARBRITAGEM KKKKKKKKKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:46:59.331-03:00
não chora sp se quiser chorar manda áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:32:43.473-03:00
caiu o pix],0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:30.623-03:00
"Delay de 15 seg, ai é f...a",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:33:45.795-03:00
Leila tá no estádio o pix vai cair,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:59:54.480-03:00
agora se pix cair,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:44:14.176-03:00
Delay universal,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:19:38.701-03:00
o pix da Leila crefisa com dinheiro dos aposentados já caiu em,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:51:31.843-03:00
Que travação kkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:44.651-03:00
oxe o áudio bugou,1,chatgpt,1,REDE/PLATAFORMA,V580YrkHCB8,2026-03-01T22:18:22.767-03:00
sinal ruim,1,chatgpt,1,REDE,V580YrkHCB8,2026-03-01T19:06:26.445-03:00
comec9 a cair chorwda,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:54:15.468-03:00
Colocaram o áudio dos torcedores cantando,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:34:15.309-03:00
"pqp, essa galera do chat ta atrasada pkrlh",1,chatgpt,0,,V580YrkHCB8,2026-03-01T22:16:45.420-03:00
caiu o Pix já?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:50:51.378-03:00
a hora que chora manda áudio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:21:16.379-03:00
cara caiu sozinho,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:13:39.868-03:00
karai os vizinhos até reclamou agora do barulho kkkkk.. eco da desgraça,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:19:08.380-03:00
são Paulo caiu na estratégia do palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:16:01.756-03:00
tá alto demais o áudio da torcida,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:11:43.361-03:00
"Baixa o audio ai caze, alto pra carai",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:32:50.037-03:00
Não valeeeeeeeeeeeeeeeee o time do Palmeiras tava caindo de propósito pro São Paulo n ganhar do palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:31:36.370-03:00
@CAPITAL-z5d paga a conta do CV net q para de travar,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:36:26.905-03:00
piiii olha o Pix caiu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:18:01.479-03:00
VAI CAIR KKKKKKKKKKKKKKKKKKKKKKKKKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:10:12.250-03:00
ta sem áudio?,1,chatgpt,1,ÁUDIO,V580YrkHCB8,2026-03-01T20:38:51.638-03:00
"gol do são Paulo, está atrasado o YouTube",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:59:50.625-03:00
se for chorar tom manda áudio kkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:50:32.848-03:00
pix da tia Leila caiu na conta,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:54:29.536-03:00
Tocou caiu kkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:01:51.978-03:00
"Pix n caiu, boraaaa",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:14.651-03:00
"como que nai foi nada man, pênalti claro",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:08.805-03:00
"SLK essa arbitra aí tá de tiração só apita pro porco, jogo unilateral de novo",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:54:55.084-03:00
arbitra ruim de mais,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:15:39.380-03:00
vamooooooooooooooooooooo krl,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:29:22.836-03:00
Vamoooos tricolor,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:21:38.410-03:00
tirem os likes pra equilibrar em 400k,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:16:35.879-03:00
Bora pra cima São Paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:14:45.583-03:00
O CARA DO BRAGANTINO TINHA RAZAO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:50:57.613-03:00
vamos São Paulo virar,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:16:00.731-03:00
pega esse record kkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:22:30.480-03:00
PRONTO AGORA VAI ENROLAR ATÉ VIRAR!!!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:24:06.059-03:00
só assim pra fazer gol pqp kkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:03:13.640-03:00
as trikas tá escurendo no pal,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:14:51.819-03:00
se tivesse dado o outro teria mudado já o jogo estaria 1x1 ela só deu o pênalti pq o Palmeiras tava com 2 gols já,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:02:00.697-03:00
nois vai decidir em casa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:10:52.673-03:00
Comentarista Palmeirense,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:02:11.030-03:00
Vaaaamosss,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:33:28.936-03:00
2a2,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:01:09.113-03:00
vamo sao paulooooo],0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:30:57.902-03:00
golllll do São Paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:24:57.663-03:00
eu quero Sapo!!!!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:15:50.450-03:00
palmeirasssssssss!!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:20:36.433-03:00
"Porco, porco",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:19:22.655-03:00
