text,label
o som tá uns 2 segundos atrás,1
🎉 😭,0
Timão! tbm,0
🔥,0
Mengao!,0
som picotando tbm,1
a live reiniciou absurdo,1
comentarista bom kkk,0
vídeo pixelado,1
não tem som,1
alguém mais caiu a live?,1
cara ficou em baixa resolução,1
cara 😍,0
joga mais,0
ficando sem áudio,1
bora Mengão cara,0
só eu o círculo fica girando?,1
áudio gaguejando horrível,1
áudio caiu mano,1
som chiando!!!,1
não consigo assistir,1
goool,0
Fla campeão,0
só eu ⚽⚽?,0
hauhauha!!!,0
dá bug aqui de novo,1
cara sem narração,1
áudio travando,1
dois áudios ao mesmo tempo,1
áudio chiando mano,1
imagem travada...,1
live caiu,1
hahahaha pra mim também,0
dahora mano,0
sem som,1
audio cortando pra mim também,1
alguém mais áudio estourado?,1
live caiu ainda,1
alguém mais muito borrado?,1
reiniciou do zero horrível,1
roubaram...,0
que juiz,0
o som tá atrasado o som tá atrasado,1
ficou congelado,1
audio ta picotando,1
o áudio tá cortando que isso,1
congelou gente,1
to assistindo horrível,0
só eu era falta?,0
o áudio fica cortando de novo,1
alguém mais a live fechou?,1
vai Brasil de novo,0
sem narração de novo,1
PLACAR ERRADO,1
a live foi do ar!!!,1
bora Mengão,0
socorro não sai do buffer,1
tela preta do nada,1
só eu e aí pessoal?,0
huehuehue aqui também,0
a imagem parou,1
mano árbitro ruim,0
áudio foi,1
resolução tá horrível kk,1
quando retorna? 😭,0
BRASIL mano,0
pênalti isso horrível,0
time fraco,0
o carregamento não acaba,1
todo mundo áudio cortando,1
a transmissão ficou tela preta!!!,1
kkkkkkkk mano,0
áudio interrompendo??,1
silêncio total kk,1
o áudio voltou normal de novo,0
gente uau,0
som cortando aqui também,1
todo mundo fala galera,0
live caindo aqui também,1
bufferizando!!!,1
mano frango,0
reiniciou do zero,1
que jogada sempre isso,0
áudio voltou,0
melhor gol do ano pqp,0
que craque,0
resolução baixou resolução baixou,1
áudio cortando kk,1
live foi abaixo cara,1
socorro talvez,0
bora Brasil,0
não tem narrador pra mim também,1
já começou?,0
gente borrado demais,1
quando volta? que isso,0
socorro foi o áudio,1
tá melhor agora ainda,0
alguém mais que jogador?,0
gente travou de vez,1
salve! pra mim também,0
só eu sem som aqui?,1
imagem travada ainda,1
KKK de novo,0
Porco! tbm,0
sumiu a narração!!!,1
aqui tá normal,0
audio sumiu pra mim também,1
num sei pessoal,0
que narrador bom que narrador bom,0
Porco!,0
cara bufferizando,1
jogo ruim...,0
PLACAR ERRADO cara,1
que absurdo aqui também,0
só eu áudio tá picotando?,1
só eu o som tá uns 2 segundos atrás?,1
cadê o som sempre isso,1
árbitro favorecendo 😭,0
o áudio morreu horrível,1
nossa,0
Flamengo é o maior cara,0
👏👏👏!!!,0
alguém mais aqui tá normal?,0
confuso,0
ficando sem áudio sempre isso,1
aqui tá ok pqp,0
que jogo chato??,0
pra mim tá perfeito tbm,0
áudio tá picotando,1
❤️❤️,0
tela preta pra mim 😭,1
travou,1
Palmeiras campeão de novo,0
😂😂😂 gente,0
socorro erro ao carregar,1
boa noite pessoal,0
🔥🔥🔥??,0
aqui tá funcionando pra mim também,0
fica congelando??,1
o círculo fica girando sempre isso,1
o vídeo travou de novo,1
golaço ainda,0
socorro não foi falta,0
narrador sumiu,1
alguém mais 👍?,0
eco no som sempre isso,1
salve galera,0
gente o áudio some vez ou outra,1
mano áudio estourado,1
ué o áudio tá fora de sincronia,1
dá bug aqui mano,1
só eu qual é o resultado??,0
uau kkk,0
ué sumiu o som,1
mano aqui tá ok,0
que defesa 😤,0
a imagem parou 😤,1
que pintura,0
sumiu o som horrível,1
não tem áudio ainda,1
não tá funcionando 😤,1
Flamengo é o maior que isso,0
cara aqui tá normal,0
oi pessoal pessoal,0
áudio voltou kkk,0
absurdo sempre isso,0
que drrible aqui também,0
que isso...,0
mano isso foi fora né?,0
que horário é? aqui tb,0
jogo bom que isso,0
era falta pqp,0
resolveu mano,0
foi do ar aqui tb,1
rsrs,0
sla,0
e daí? kk,0
cadê o som,1
som atrasado...,1
meu áudio sumiu pra mim também,1
a transmissão ficou tela preta de novo,1
roubaram demais de novo,0
eco no áudio kkk,1
tá dando erro de novo,1
gente pode ser,0
cara 10/10,0
que horas começa?,0
o áudio tá cortando aqui tb,1
tá sem áudio!!!,1
mano que jogador,0
só eu áudio bugou?,1
chegando aqui,0
frango do goleiro 😤,0
e então?,0
chegando aqui pqp,0
olha o goleiro...,0
🙌🙌 horrível,0
o áudio tá na frente que isso,1
cara só fica carregando,1
o áudio tá na frente aqui também,1
o áudio voltou normal tbm,0
impossível impossível,0
que partida...,0
absurdo 😤,0
travando aqui,1
fica carregando mano,1
onde assistir? absurdo,0
jogada linda,0
gente vai Flamengo!,0
que absurdo cara,0
congelou kkk,1
Corinthians!,0
a live fechou pra mim também,1
tela preta do nada horrível,1
depende tbm,0
o narrador sumiu sempre isso,1
o áudio tá atrasado ainda,1
só eu nada a ver?,0
ficou com erro,1
só eu vai Grêmio?,0
vai Athletico horrível,0
bora Mengão 😭,0
pode ser kk,0
sumiu o som,1
tá com eco,1
a tela ficou preta??,1
vai Palmeiras!!!,0
sem som aqui 😭,1
erro de reprodução,1
imagem borrada pessoal,1
🔥🔥🔥 pra mim também,0
o que foi? cara,0
comprimido demais!!!,1
ué que cena kkk,0
áudio interrompendo sempre isso,1
boa,0
que coisa tbm,0
só eu goool?,0
cara que interessante,0
gente que interessante,0
mano tá bom agora,0
muito buffering absurdo,1
que jogo chato cara,0
que cabeçada,0
😆😆??,0
a live caiu de novo,1
gente pixelando,1
comprimido demais absurdo,1
Flamengo é o maior gente,0
tá travando muito ainda,1
só eu a live recomeçou?,1
a narração sumiu??,1
num sei,0
time ruim gente,0
oi pessoal,0
travando demais que isso,1
caramba pra mim também,0
que nada a ver absurdo,0
cadê o narrador,1
sumiu a narração horrível,1
sumiu o áudio 😭,1
cara qualidade horrível,1
buffering infinito,1
o narrador foi gente,1
meu Deus,0
todo mundo 🙌,0
melhorou absurdo,0
todo mundo alguém sabe o placar?,0
👏👏...,0
bora Brasil kk,0
sem narrador que isso,1
já voltou 😭,0
ficou sem som cara,1
time ruim,0
time ruim cara,0
aqui não tá travando pra mim também,0
mano a live encerrou do nada,1
cara ficou congelado,1
não ouço nada,1
cadê o narrador pqp,1
demais,0
que defesa,0
audio cortando 😤,1
socorro transmissão caiu,1
huehuehue,0
o som tá cortando,1
alguém mais jogo fraco?,0
bufferizando,1
a narração sumiu horrível,1
vídeo congelou pessoal,1
travando demais kkk,1
gente a live reiniciou,1
jogador ruim de novo,0
que pintura horrível,0
Mengão!,0
não carrega de jeito nenhum pessoal,1
tá dando erro cara,1
gente vai Palmeiras,0
tá melhor agora,0
aqui não tá travando absurdo,0
eco enorme ainda,1
cheguei cheguei,0
não entendi,0
tela preta pra mim kkk,1
ta travando muito,1
hauahauahau aqui também,0
que falha!!!,0
não sei absurdo,0
socorro o narrador tá atrasado,1
a live foi do ar...,1
todo mundo resolução baixou,1
áudio atrasado,1
só eu não consigo assistir?,1
não carrega de jeito nenhum pqp,1
oi pessoal kk,0
desfocado demais absurdo,1
todo mundo que golaço,0
a live caiu de novo mano,1
mano alguém sabe o placar?,0
só eu que partida?,0
voltou horrível,0
sem som aqui!!!,1
que loucura horrível,0
Fla campeão pqp,0
não reproduz não reproduz,1
quando volta? pra mim também,0
juiz vendido gente,0
ué vídeo na frente do áudio,1
mano maneiro,0
vai seleção ainda,0
Fla campeão de novo,0
audio bugou,1
fica parando,1
qualidade caiu,1
tá dando erro??,1
nada a ver tbm,0
socorro vai vai vai,0
voltou o áudio,0
ué o som tá com eco,1
cara depende,0
tá travando,1
ué comprimido demais,1
sla horrível,0
🎉 horrível,0
socorro nota 10,0
vai Santos ainda,0
mano desfocado demais,1
Tricolor! kk,0
legal ainda,0
10,0
gente pixelou,1
ué nossa senhora,0
o áudio tá com eco,1
morreu o áudio,1
todo mundo 😍😍,0
💪 pra mim também,0
só tela preta absurdo,1
frango ainda,0
black screen absurdo,1
kkk??,0
socorro não abre,1
sem audio aqui...,1
dahora! dahora!,0
travou 😭,1
sem áudio aqui mano,1
todo mundo não entendi,0
alguém sabe o placar? 😭,0
joga mais??,0
num sei que isso,0
tá sem áudio,1
seleção! ainda,0
áudio chiando,1
meu áudio sumiu 😭,1
ficou sem narração pqp,1
alguém mais tá travando muito?,1
sumiu o áudio sumiu o áudio,1
o meu tá normal cara,0
isso foi fora né?,0
dá erro toda hora,1
quem tá ganhando?,0
foi o áudio pqp,1
só eu áudio horrível?,1
mano ⚽,0
demais ainda,0
mano sem narrador,1
fica parando gente,1
o som tá atrasado...,1
loading eterno pessoal,1
😂😂,0
e dai?,0
tela preta do nada pessoal,1
a live fechou sempre isso,1
que chute ainda,0
a live não abre,1
goleiro ruim tbm,0
olá pessoal,0
gente qual é o resultado?,0
🤣🤣🤣 mano,0
resolução baixou,1
perdeu o áudio 😭,1
todo mundo 👍,0
sem áudio 😤,1
socorro tela preta aqui,1
boa gente,0
som ruim demais??,1
que lindo sempre isso,0
recomeçou do zero,1
e aí?!!!,0
o áudio tá fora de sincronia aqui tb,1
interessante,0
tá rodando??,1
que interessante aqui tb,0
dois áudios ao mesmo tempo mano,1
frango,0
cara quem tá ganhando?,0
qual e o canal?,0
o som tá cortando!!!,1
alguém mais a live foi do ar?,1
a live encerrou do nada kkk,1
alguém mais hauhauha?,0
live caindo horrível,1
todo mundo foi do ar,1
mano dá erro toda hora,1
jogo fraco,0
todo mundo boa!,0
esse jogador não presta,0
cara ⚽,0
dois sons ao mesmo tempo pessoal,1
🎉🎉,0
fora de sinc,1
não consigo assistir 😤,1
muito pixelado gente,1
foi o áudio,1
hauahauahau,0
não tem mais áudio absurdo,1
áudio bugou cara,1
frango do goleiro,0
tô sem áudio kk,1
salve galera pra mim também,0
loading eterno,1
não abre a live sempre isso,1
sem som aqui,1
o áudio tá cortando,1
alguém mais vai Santos?,0
ficou tela preta,1
🔥🔥🔥 sempre isso,0
sem áudio kkk,1
aqui tá ok,0
vídeo congelou vídeo congelou,1
gente a live recomeçou,1
mano o som sumiu,1
gente show,0
tá em 144p,1
pra mim ta perfeito,0
qual é o resultado?,0
gente 😂😂,0
Mengão!...,0
só eu morreu o áudio?,1
Palmeiras campeão,0
mano rsrs,0
ué erro de reprodução,1
goool sempre isso,0
som duplicado??,1
cara rsrsrs,0
o áudio morreu ainda,1
que craque 😭,0
hahahaha pqp,0
GOOOOOOL,0
audio cortando,1
absurdo pra mim também,0
vai Athletico ainda,0
cara olá a todos,0
ficou sem narração de novo,1
jogador ruim que isso,0
qualidade do áudio péssima kk,1
kkkkkkkkkkk,0
vai vai vai cara,0
o narrador tá ótimo 😭,0
áudio adiantado aqui também,1
áudio atrasado kk,1
que defesa 😭,0
Timão! que isso,0
perdeu o narrador cara,1
cara cara,0
gente que erro,0
mano melhorou,0
audio bugou mano,1
áudio horrível,1
Palmeiras campeão sempre isso,0
som cortando??,1
live caiu sempre isso,1
e aí pessoal pessoal,0
que lindo ainda,0
talvez talvez,0
golaço,0
áudio tá picotando pra mim também,1
nota 10 mano,0
cara BRASIL,0
👍,0
quando retorna?,0
tá congelado,1
❤️ gente,0
gente ficou tela preta,1
só eu já resolveu?,0
quando começa?,0
aqui tá ótimo,0
que falha,0
👍👍 tbm,0
kkk mano kk,0
vai Flamengo!,0
fala galera...,0
não carrega de jeito nenhum,1
foi do ar!!!,1
time fraco sempre isso,0
🔥🔥 sempre isso,0
rsrsrsrs...,0
o áudio tá atrasado kkk,1
alguém mais caramba?,0
mano dois áudios ao mesmo tempo,1
ficou tela preta pra mim também,1
a tela ficou preta pra mim também,1
cara pênalti isso,0
mano caiu aqui,1
que comentarista,0
narrador animado,0
qualidade do áudio péssima que isso,1
todo mundo boa tarde galera,0
tá em baixíssima qualidade aqui tb,1
🎉🎉 aqui tb,0
e aí pessoal,0
nossa senhora,0
o jogo é quando? kkk,0
narração boa tbm,0
áudio dessincronizado de novo,1
qualidade baixou aqui tb,1
😆😆 kk,0
áudio distorcido,1
que horário é? kkk,0
audio bugou pessoal,1
travando pqp,1
boa noite pessoal!!!,0
todo mundo muito buffering,1
melhor gol do ano kkk,0
travando feio,1
nao tem audio,1
vai São Paulo,0
show kk,0
vai Internacional vai Internacional,0
gente qualidade caiu,1
buffering sempre isso,1
fica congelando aqui tb,1
💪 kk,0
mano haha,0
travando pessoal,1
live caindo 😭,1
ué travando pra caramba,1
sem som 😭,1
tá congelado tbm,1
qualidade ruim que isso,1
caramba,0
o audio ta com eco,1
o narrador ta atrasado,1
o áudio some vez ou outra horrível,1
que horas começa? absurdo,0
a transmissao encerrou sozinha,1
o áudio fica cortando absurdo,1
resolução tá horrível pra mim também,1
gol! horrível,0
não reproduz...,1
alguém mais tá bom agora?,0
erro ao carregar de novo,1
jogo bom 😭,0
e então? absurdo,0
não foi pênalti,0
vídeo na frente do áudio 😤,1
mano narrador sumiu,1
mano 👍👍,0
quantos gols fez?,0
vai Corinthians,0
alguém mais cheio de pixel?,1
gente áudio voltou,0
fica carregando,1
dahora,0
gente não tem som,1
só eu sem narração?,1
olá,0
vídeo travando pra mim também,1
que jogo chato,0
😂😂😂 kkk,0
legal gente,0
o áudio não tá sincronizado 😤,1
bufferizando ainda,1
áudio horrível mano,1
socorro aqui tá perfeito,0
cara narrador sumiu,1
vídeo parado de novo,1
kkk que isso...,0
nossa senhora kk,0
e daí?,0
dois áudios ao mesmo tempo...,1
todo mundo que animação do narrador,0
não acredito kk,0
que golaço horrível,0
goleiro ruim,0
que partida,0
rsrsrsrs sempre isso,0
tá pixelado pra mim também,1
